Title,Date
Copenhagen: The last-ditch drama that saved the deal from collapse,20/12/2009
Copenhagen: The key players and how they rated,20/12/2009
Why I believe all is not lost – yet,20/12/2009
Copenhagen: Key questions on climate deal,19/12/2009
The outcome at Copenhagen was disappointing. But if we work hard there is still a way forward,20/12/2009
Senate passes $739bn healthcare and climate bill after months of wrangling,7/8/2022
An anxious American west sizes up historic climate bill: ‘We need every tool’,11/8/2022
Climate bill could slash US emissions by 40% after historic Senate vote,7/8/2022
Government policies will not get UK to net zero warns damning report,28/6/2022
Why do Britain’s roads melt and its rails buckle in heat?,19/7/2022
2021: a year of climate crisis in review,31/12/2021
Cop26: Pacific delegates condemn ‘monumental failure’ that leaves islands in peril,15/11/2021
The ‘heat dome’ explained: why the Pacific north-west is facing record temperatures,29/6/2021
Severe drought threatens Hoover dam reservoir – and water for US west,13/7/2021
Historic heatwave poised to hit dozens of US states this weekend,20/5/2022
Capturing the Climate crisis: the Evidence Project – in pictures,19/5/2022
Deadly heat is killing Americans: climate death toll rises after a decade of federal inaction,16/6/2020
Baked barnacles scorched cherries: the disastrous impact of heatwaves on plants and animals,1/8/2021
Humans exploiting and destroying nature on unprecedented scale – report,9/9/2020
Brazilian Amazon released more carbon than it absorbed over past 10 years,30/4/2021
Melting Antarctic ice will raise sea level by 2.5 metres – even if Paris climate goals are met study finds,23/9/2020
Greenland ice sheet lost a record 1m tonnes of ice per minute in 2019,20/8/2020
Scientists discover hidden landscape ‘frozen in time’ under Antarctic ice,24/10/2023
‘We’ve lost control’: what happens when the west Antarctic ice sheet melts? – podcast,24/10/2023
Antarctic sea ice shrinks to lowest annual maximum level on record data shows,26/9/2023
Antarctica has lost 7.5tn tonnes of ice since 1997 scientists find,12/10/2023
First active leak of sea-bed methane discovered in Antarctica,21/7/2020
Climate crisis: CO2 hits new record despite Covid-19 lockdowns,23/11/2020
2014 set to be world's hottest year ever,3/12/2014
2015 and 2016 set to break global heat records says Met Office,14/9/2015
The Guardian view on the Great Barrier Reef: the crisis they prefer to downplay,7/6/2016
To save the Great Barrier Reef 'we need to start now right now' – video,6/6/2016
Climate crisis: economists ‘grossly undervalue young lives’ warns Stern,25/10/2021
Army of fake social media accounts defend UAE presidency of climate summit,8/6/2023
Extreme weather caused 18 disasters in US last year costing $165bn,10/1/2023
Relentless rain record heat: study finds climate crisis worsened extreme weather,9/1/2023
Climate change is making hurricanes even more destructive research finds,14/11/2018
Sea levels may rise more rapidly due to Greenland ice melt,5/12/2018
Sea level rise will double coastal flood risk worldwide,18/5/2017
Over 20000 died in western Europe’s summer heatwaves figures show,24/11/2022
Day of 40C shocks scientists as UK heat record ‘absolutely obliterated’,19/7/2022
Europe’s climate warming at twice rate of global average says report,2/11/2022
Climate crisis made summer drought 20 times more likely scientists find,5/10/2022
Stronger El Niño events may speed up irreversible melting of Antarctic ice research finds,21/2/2023
Scientists watch giant ‘doomsday’ glacier in Antarctica with concern,18/12/2021
Climate change in deep oceans could be seven times faster by middle of century report says,25/5/2020
Sandstorms cover China South Korea and Thailand in a yellow blanket of dust – in pictures,14/4/2023
Chinese cities hit record high temperatures for early March,8/3/2023
Weather tracker: sea surface temperatures at record levels in north Atlantic,19/6/2023
Rainbow sea slug found in Falmouth rock pool indicates warming sea,15/5/2023
Beddington: World faces 'perfect storm' of problems by 2030,18/3/2009
The trouble with warm weather,30/5/2001
Antarctic ice melting faster than ever studies show,13/6/2018
Underwater melting of Antarctic ice far greater than thought study finds,2/4/2018
Antarctic ice sheets face catastrophic collapse without deep emissions cuts,14/10/2015
Australian government backflips on cancellation of Antarctica penguin surveys,8/9/2023
Fears over Antarctic sea ice as yearly ozone layer hole forms ‘very early’,8/8/2023
‘Extreme situation’: Antarctic sea ice hits record low,15/2/2023
‘The water is coming’: Florida Keys faces stark reality as seas rise,24/6/2021
‘Cascading impacts’ warning as Farmers becomes latest insurer to quit Florida,12/7/2023
DeSantis accused of ‘catastrophic’ climate approach after campaign launch,28/5/2023
Big European insurers ‘underwrite 30% of US coal despite net zero pledges’,28/9/2023
Why you need to worry about the ‘wet-bulb temperature’,31/7/2022
After two years of real progress on climate a European ‘greenlash’ is brewing | Nathalie Tocci,12/7/2023
We are watching the brutal reality of what climate scientists told us would happen. How will we respond? | Adam Morton,27/7/2023
Extreme heatwave live: Texas city confirms first heat death; northern hemisphere boils in severe weather – as it happened,17/7/2023
The pope's encyclical on climate change – as it happened,18/6/2015
Pope Francis says destroying the environment is a sin,1/9/2016
Pope Francis demands UN respect rights of environment over 'thirst for power',25/9/2015
Pope Francis warns of destruction of Earth's ecosystem in leaked encyclical,16/6/2015
Pope's climate change encyclical tells rich nations: pay your debt to the poor,18/6/2015
Exegesis of Pope Francis’s encyclical call for action on climate change | Letters,21/6/2015
Pope's encyclical on the environment: key questions answered,18/6/2015
Big Oil CEOs needed a climate change reality check. The Pope delivered | Bill McKibben,14/6/2018
Carbon emissions from energy industry rise at fastest rate since 2011,11/6/2019
Top oil firms spending millions lobbying to block climate change policies says report,22/3/2019
Pope Francis warns against turning Earth into vast pile of 'rubble deserts and refuse',7/7/2018
Pope Francis recruits Naomi Klein in climate change battle,27/6/2015
Explosive intervention by Pope Francis set to transform climate change debate,13/6/2015
Yeb Saño: climate change is the biggest problem we face as a human family,11/6/2015
Teenager among 15 heat-related deaths as Japan and South Korea swelter,1/8/2023
Climate crisis made spate of Canada wildfires twice as likely scientists find,22/8/2023
Heatwave last summer killed 61000 people in Europe research finds,10/7/2023
#ClimateScam: denialism claims flooding Twitter have scientists worried,2/12/2022
Climate crisis deniers target scientists for vicious abuse on Musk’s Twitter,14/5/2023
The selfish case for saving bees: it’s how to save ourselves | Alison Benjamin,18/5/2019
Eat insects and fake meat to cut impact of livestock on the planet – study,5/5/2017
We label fridges to show their environmental impact – why not food?,10/10/2018
Caroline Lucas urges parliament to 'seriously consider' tax on meat,4/1/2019
Beef-eating 'must fall drastically' as world population grows,5/12/2018
Low-emission cows: farming responds to climate warning,12/10/2018
Urgent greenhouse gas removal plan could see UK hit 'net zero' target – report,12/9/2018
Meat tax ‘inevitable’ to beat climate and health crises says report,11/12/2017
The Guardian view on biodiversity collapse: the crisis humanity can no longer ignore | Editorial,4/12/2022
England recorded 2800 excess deaths in over-65s during 2022 heatwaves,7/10/2022
Harmful subsidies: why is the world still funding the destruction of nature?,17/2/2022
UN sets out Paris-type plan to cut extinctions by factor of 10,12/7/2021
‘We’ll get it done. Come hell high water or Covid’: Can 2022 be a super year for nature?,30/12/2021
Children set for more climate disasters than their grandparents research shows,26/9/2021
At least 18 peaceful environmental protesters jailed in UK this year,28/12/2021
Just Stop Oil protesters disrupt London Pride over ‘polluting’ sponsors,1/7/2023
Just Stop Oil protesters interrupt opera at Glyndebourne festival,15/6/2023
Throwing soup at the problem: are radical climate protests helping or hurting the cause?,12/11/2022
Great Barrier Reef scientists confirm largest die-off of corals recorded,28/11/2016
‘Like a work of art’: rare stretch of pristine coral reef discovered off Tahiti,20/1/2022
Why there is hope that the world's coral reefs can be saved,18/10/2020
Hong Kong's terracotta tile army marches to the rescue for coral,26/8/2020
How Red Sea 'supercorals' are resisting the climate crisis – podcast,30/7/2020
Coalition backs 'cloud-brightening' trial on Great Barrier Reef to tackle global heating,14/7/2020
The Anthropocene epoch could inaugurate even more marvellous eras of evolution | Martin Rees,29/8/2016
Generation Anthropocene: How humans have altered the planet for ever,1/4/2016
How humans are driving the sixth mass extinction,20/10/2015
A force of nature our influential Anthropocene period | Simon Lewis,23/7/2009
World's carbon dioxide concentration teetering on the point of no return,11/5/2016
Australia fires: nation braces for 'most dangerous bushfire week ever seen',11/11/2019
'Indian El Niño' behind east Africa flooding,8/11/2019
'We have a duty to act': hundreds ready to go to jail over climate crisis,26/10/2018
The Observer view on the pros and cons of deep-sea mining | Observer editorial,29/8/2021
